	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
378	CHEMBL1822859	8.66	2.2	COc1ccccc1c2ccc(cc2)OCCCN3CCCCC3	COc1ccccc1c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1822859	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ccccc1OC	Cc1ccccc1OC	1	1	0	9	2.158	1	1	9.2299995	158.88118	122.167
379	CHEMBL1822851	8.6	2.5	c1cc(ccc1c2cnco2)OCCCN3CCCCC3	c1cc(ccc1c2cnco2)OCCCN3CCCCC3	CHEMBL1822851	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1cnco1	Cc1cnco1	1	1	0	6	-0.28099999	0	1	26.030001	97.174042	83.089996
380	CHEMBL3264544	8.6	2.512	c1cc(ccc1CN2CCC(=O)CC2)OCCCN3CCCCC3	c1cc(ccc1CN2CCC(=O)CC2)OCCCN3CCCCC3	CHEMBL3264544	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]CN1CCC(=O)CC1	CCN1CCC(=O)CC1	0	2	0	9	-0.113	1	1	20.309999	151.72488	127.187
381	CHEMBL2375587	8.59	2.6	c1c(ccc(c1)OCCCN2CCCCC2)[C@H]3CC[C@@H](CC3)O	c1cc(ccc1C2CCC(CC2)O)OCCCN3CCCCC3	CHEMBL2375587	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*][C@H]1CC[C@H](O)CC1	C[C@H]1CC[C@H](O)CC1	0	1	1	8	1.933	0	1	20.23	136.77284	114.188
382	CHEMBL1822854	8.55	2.8	c1cc(ccc1C2CCCCC2)OCCCN3CCCCC3	c1cc(ccc1C2CCCCC2)OCCCN3CCCCC3	CHEMBL1822854	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1CCCCC1	CC1CCCCC1	0	0	0	7	4.1443	0	1	0.0	129.69232	98.188995
383	CHEMBL2375580	8.54	2.9	c1cc(ccc1C(C2CCCCC2)O)OCCCN3CCCCC3	c1cc(ccc1C(C2CCCCC2)O)OCCCN3CCCCC3	CHEMBL2375580	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C(O)C1CCCCC1	CC(O)C1CCCCC1	0	1	1	9	2.2030001	1	1	20.23	155.30031	128.215
384	CHEMBL1823340	8.52	3.0	c1ccc(cc1)c2ccc(cc2)OCCCN3CCCCC3	c1ccc(cc1)c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1823340	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ccccc1	Cc1ccccc1	1	0	0	7	2.3749001	0	1	0.0	129.69232	92.140999
385	CHEMBL1824250	8.49	3.2	CN[C@H]1CC[C@@H](CC1)c2ccc(cc2)OCCCN3CCCCC3	CNC1CCC(CC1)c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1824250	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*][C@H]1CC[C@H](NC)CC1	C[C@H]1CC[C@H](NC)CC1	0	1	1	9	2.2360001	1	1	12.03	160.62254	127.231
386	CHEMBL2375583	8.48	3.3	CC(CCc1ccc(cc1)OCCCN2CCCCC2)O	CC(CCc1ccc(cc1)OCCCN2CCCCC2)O	CHEMBL2375583	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]CCC(C)O	CCCC(C)O	0	1	1	6	1.455	2	0	20.23	107.71227	88.150002
387	CHEMBL1822852	8.44	3.6	c1cc(ccc1C2=NCCO2)OCCCN3CCCCC3	c1cc(ccc1C2=NCCO2)OCCCN3CCCCC3	CHEMBL1822852	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1=NCCO1	CC1=NCCO1	0	1	0	6	-0.116	0	1	21.59	97.174042	85.105995
388	CHEMBL2375598	8.41	3.9	c1cc(ccc1C2(CCCCC2)O)OCCCN3CCCCC3	c1cc(ccc1C2(CCCCC2)O)OCCCN3CCCCC3	CHEMBL2375598	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1(O)CCCCC1	CC1(O)CCCCC1	0	1	1	8	1.982	0	1	20.23	136.77284	114.188
389	CHEMBL2375584	8.4	4.0	CC(C)(CCc1ccc(cc1)OCCCN2CCCCC2)O	CC(C)(CCc1ccc(cc1)OCCCN2CCCCC2)O	CHEMBL2375584	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]CCC(C)(C)O	CCCC(C)(C)O	0	1	1	7	1.862	2	0	20.23	126.23975	102.17699
390	CHEMBL2375579	8.39	4.1	c1cc(ccc1C2(CCOCC2)O)OCCCN3CCCCC3	c1cc(ccc1C2(CCOCC2)O)OCCCN3CCCCC3	CHEMBL2375579	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1(O)CCOCC1	CC1(O)CCOCC1	0	2	1	8	0.574	0	1	29.459999	128.90675	116.16
391	CHEMBL1822849	8.32	4.8	c1cc(ccc1c2[nH]ccn2)OCCCN3CCCCC3	c1cc(ccc1c2[nH]ccn2)OCCCN3CCCCC3	CHEMBL1822849	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ncc[nH]1	Cc1ncc[nH]1	1	2	2	6	-0.191	0	1	28.68	98.915413	82.105995
392	CHEMBL1822855	8.31	4.9	c1cc(ccc1N2CCCCC2)OCCCN3CCCCC3	c1cc(ccc1N2CCCCC2)OCCCN3CCCCC3	CHEMBL1822855	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]N1CCCCC1	CN1CCCCC1	0	1	0	7	1.141	0	1	3.24	126.11688	99.177002
393	CHEMBL1822689	8.3	5.0	c1cc(oc1)c2ccc(cc2)OCCCN3CCCCC3	c1cc(oc1)c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1822689	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ccco1	Cc1ccco1	1	0	0	6	0.91900003	0	1	13.14	103.29876	82.101997
394	CHEMBL1081073	8.3	5.012	c1cc(ccc1/C=C\2/C(=O)NC(=S)S2)OCCCN3CCCCC3	c1cc(ccc1C=C2C(=O)NC(=S)S2)OCCCN3CCCCC3	CHEMBL1081073	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]/C=C1\SC(=S)NC1=O	C/C=C1\SC(=S)NC1=O	0	2	1	9	0.70700002	0	1	61.189999	154.95872	159.233
395	CHEMBL1822856	8.28	5.2	c1cc(ccc1C2CCCCO2)OCCCN3CCCCC3	c1cc(ccc1C2CCCCO2)OCCCN3CCCCC3	CHEMBL1822856	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1CCCCO1	CC1CCCCO1	0	1	0	7	1.6440001	0	1	9.2299995	121.82623	100.161
396	CHEMBL2375590	8.17	6.8	CC(C)(c1ccc(cc1)OCCCN2CCCCC2)O	CC(C)(c1ccc(cc1)OCCCN2CCCCC2)O	CHEMBL2375590	1	Histamine H3 receptor	Q9Y5N1	20	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C(C)(C)O	CC(C)(C)O	0	1	1	5	0.80599999	0	0	20.23	89.184799	74.123001
397	CHEMBL2375592	8.16	6.9	C=CCC(c1ccc(cc1)OCCCN2CCCCC2)O	C=CCC(c1ccc(cc1)OCCCN2CCCCC2)O	CHEMBL2375592	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C(O)CC=C	CC(O)CC=C	0	1	1	6	0.80800003	2	0	20.23	107.71227	86.133995
398	CHEMBL1082147	8.1	7.943	c1cc(ccc1C2=NCCN2)OCCCN3CCCCC3	c1cc(ccc1C2=NCCN2)OCCCN3CCCCC3	CHEMBL1082147	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1=NCCN1	CC1=NCCN1	0	1	1	6	-0.42500001	0	1	24.389999	98.915413	84.122002
399	CHEMBL1080906	8.1	7.943	c1cc(ccc1/C=C\2/C(=O)NC(=O)S2)OCCCN3CCCCC3	c1cc(ccc1C=C2C(=O)NC(=O)S2)OCCCN3CCCCC3	CHEMBL1080906	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]/C=C1\SC(=O)NC1=O	C/C=C1\SC(=O)NC1=O	0	2	1	9	0.85100001	0	1	46.169998	141.58408	143.166
400	CHEMBL1822857	8.08	8.3	c1cc(ccc1C2CCOCC2)OCCCN3CCCCC3	c1cc(ccc1C2CCOCC2)OCCCN3CCCCC3	CHEMBL1822857	1	Histamine H3 receptor	Q9Y5N1	22	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1CCOCC1	CC1CCOCC1	0	1	0	7	1.54	0	1	9.2299995	121.82623	100.161
401	CHEMBL2375591	8.07	8.6	C=CC(c1ccc(cc1)OCCCN2CCCCC2)O	C=CC(c1ccc(cc1)OCCCN2CCCCC2)O	CHEMBL2375591	1	Histamine H3 receptor	Q9Y5N1	20	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C(O)C=C	CC(O)C=C	0	1	1	5	0.72000003	1	0	20.23	89.184799	72.106995
402	CHEMBL1813055	8.06	8.7	c1cc(ccc1c2ccc(=O)[nH]n2)OCCCN3CCCCC3	c1cc(ccc1c2ccc(=O)[nH]n2)OCCCN3CCCCC3	CHEMBL1813055	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ccc(=O)[nH]n1	Cc1ccc(=O)[nH]n1	0	2	1	8	0.33500001	0	1	41.459999	123.71136	110.116
403	CHEMBL1822690	8.05	9.0	c1cc(ccc1C2CCCO2)OCCCN3CCCCC3	c1cc(ccc1C2CCCO2)OCCCN3CCCCC3	CHEMBL1822690	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1CCCO1	CC1CCCO1	0	1	0	6	1.202	0	1	9.2299995	103.29876	86.133995
404	CHEMBL1082149	8.0	10.0	c1cc(ccc1C2NC(CS2)C(=O)O)OCCCN3CCCCC3	c1cc(ccc1C2NC(CS2)C(=O)O)OCCCN3CCCCC3	CHEMBL1082149	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1NC(C(=O)O)CS1	CC1NC(C(=O)O)CS1	0	3	3	9	0.266	1	1	49.330002	141.58408	147.198
405	CHEMBL2375581	7.89	13.0	c1cc(ccc1C(C2CCOCC2)O)OCCCN3CCCCC3	c1cc(ccc1C(C2CCOCC2)O)OCCCN3CCCCC3	CHEMBL2375581	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C(O)C1CCOCC1	CC(O)C1CCOCC1	0	2	1	9	0.79500002	1	1	29.459999	147.43423	130.187
406	CHEMBL2375585	7.82	15.0	c1cc(ccc1C#CCO)OCCCN2CCCCC2	c1cc(ccc1C#CCO)OCCCN2CCCCC2	CHEMBL2375585	1	Histamine H3 receptor	Q9Y5N1	20	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C#CCO	CC#CCO	0	1	1	5	0.46799999	0	0	20.23	89.184799	70.090996
407	CHEMBL2375596	7.74	18.0	c1cc(ccc1C2(CCC2)O)OCCCN3CCCCC3	c1cc(ccc1C2(CCC2)O)OCCCN3CCCCC3	CHEMBL2375596	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1(O)CCC1	CC1(O)CCC1	0	1	1	6	1.098	0	1	20.23	99.717896	86.133995
408	CHEMBL2375586	7.72	19.0	c1cc(ccc1C#CCCO)OCCCN2CCCCC2	c1cc(ccc1C#CCCO)OCCCN2CCCCC2	CHEMBL2375586	1	Histamine H3 receptor	Q9Y5N1	21	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C#CCCO	CC#CCCO	0	1	1	6	0.55599999	1	0	20.23	107.71227	84.117996
409	CHEMBL3417507	7.72	19.0	c1cc(ccc1C2=NNC(=O)C3C2C3)OCCCN4CCCCC4	c1cc(ccc1C2=NNC(=O)C3C2C3)OCCCN4CCCCC4	CHEMBL3417507	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1=NNC(=O)C2CC12	CC1=NNC(=O)C2CC12	0	2	1	9	-0.329	0	2	41.459999	134.24446	124.143
410	CHEMBL1813062	7.68	21.0	Cn1c(=O)ccc(n1)c2ccc(cc2)OCCCN3CCCCC3	Cn1c(=O)ccc(n1)c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1813062	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]c1ccc(=O)n(C)n1	Cc1ccc(=O)n(C)n1	0	2	0	9	0.53200001	0	1	32.669998	144.78812	124.143
411	CHEMBL1935113	7.68	21.0	CC1CC(=O)NN=C1c2ccc(cc2)OCCCN3CCCCC3	CC1CC(=O)NN=C1c2ccc(cc2)OCCCN3CCCCC3	CHEMBL1935113	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1=NNC(=O)CC1C	CC1=NNC(=O)CC1C	0	2	1	9	0.237	0	1	41.459999	142.23883	126.159
412	CHEMBL3238446	7.37	42.66	C[C@@H](C(=O)N)NCc1ccc(cc1)OCCCN2CCCCC2	CC(C(=O)N)NCc1ccc(cc1)OCCCN2CCCCC2	CHEMBL3238446	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]CN[C@@H](C)C(N)=O	CCN[C@@H](C)C(N)=O	0	2	2	8	-0.52700001	3	0	55.119999	129.96851	116.164
413	CHEMBL1076599	7.3	50.12	c1cc(ccc1CC2C(=O)NC(=O)S2)OCCCN3CCCCC3	c1cc(ccc1CC2C(=O)NC(=O)S2)OCCCN3CCCCC3	CHEMBL1076599	1	Histamine H3 receptor	Q9Y5N1	24	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]CC1SC(=O)NC1=O	CCC1SC(=O)NC1=O	0	2	1	9	1.04	1	1	46.169998	141.58408	145.18201
414	CHEMBL3220119	6.8	158.49	CC1(COC(=N1)c2ccc(cc2)OCCCN3CCCCC3)C	CC1(COC(=N1)c2ccc(cc2)OCCCN3CCCCC3)C	CHEMBL3220119	1	Histamine H3 receptor	Q9Y5N1	23	c1cc([*:1])ccc1OCCCN1CCCCC1	[1*]C1=NC(C)(C)CO1	CC1=NC(C)(C)CO1	0	1	0	8	0.75300002	0	1	21.59	134.22899	113.16
