	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
615	CHEMBL363925	7.72	19.0	C[C@H]1CN[C@H](CN1Cc2ccccc2N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5)C	CC1CNC(CN1Cc2ccccc2N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5)C	CHEMBL363925	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN1C[C@H](C)NC[C@@H]1C	Cc1ccccc1CN1C[C@H](C)NC[C@@H]1C	1	2	1	16	2.4319999	2	2	15.27	278.74506	218.34399
616	CHEMBL185145	7.64	23.0	CC(c1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4)NC6CC6	CC(c1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4)NC6CC6	CHEMBL185145	1	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1C(C)NC1CC1	Cc1ccccc1C(C)NC1CC1	1	1	1	13	3.098	3	2	12.03	226.73807	175.27499
617	CHEMBL362147	7.62	24.0	CC(c1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4)NCCc6cccs6	CC(c1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4)NCCc6cccs6	CHEMBL362147	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1C(C)NCCc1cccs1	Cc1ccccc1C(C)NCCc1cccs1	2	1	1	17	3.8510001	5	2	12.03	304.70337	245.39
618	CHEMBL366321	7.6	25.0	CC(c1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4)NC6CCC(CC6)N	CC(c1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4)NC6CCC(CC6)N	CHEMBL366321	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1C(C)NC1CCC(N)CC1	Cc1ccccc1C(C)NC1CCC(N)CC1	1	2	2	17	3.187	3	2	38.049999	292.17395	232.371
619	CHEMBL433710	7.57	26.981475	CCN(CC)Cc1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CCN(CC)Cc1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL433710	2	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(CC)CC	Cc1ccccc1CN(CC)CC	1	1	0	13	2.9330001	4	1	3.24	237.28172	177.291
620	CHEMBL377961	7.55	28.495614	CCN(CC)CC(c1ccccc1F)N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CCN(CC)CC(c1ccccc1F)N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL377961	2	Melanocortin receptor 4	P32245	44	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]C(CN(CC)CC)c1ccccc1F	CC(CN(CC)CC)c1ccccc1F	1	1	0	15	3.2460001	5	1	3.24	261.90228	209.308
621	CHEMBL183610	7.44	36.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNc6ccncc6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNc6ccncc6	CHEMBL183610	1	Melanocortin receptor 4	P32245	44	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNc1ccncc1	Cc1ccccc1CNc1ccncc1	2	1	1	15	2.405	3	2	24.92	257.6683	198.269
622	CHEMBL360989	7.31	49.0	CN(CCOC)Cc1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CN(CCOC)Cc1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL360989	1	Melanocortin receptor 4	P32245	43	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(C)CCOC	Cc1ccccc1CN(C)CCOC	1	2	0	14	2.1689999	5	1	12.47	247.94312	193.28999
623	CHEMBL2113154	7.3	50.0	CN(C)[C@H]1CCc2cccc(c2C1)N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CN(C)C1CCc2cccc(c2C1)N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL2113154	1	Melanocortin receptor 4	P32245	43	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1cccc2c1C[C@@H](N(C)C)CC2	Cc1cccc2c1C[C@@H](N(C)C)CC2	1	1	0	14	2.8080001	1	2	3.24	247.81482	189.302
624	CHEMBL2113020	7.28	53.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CN6CCOCC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CN6CCOCC6	CHEMBL2113020	1	Melanocortin receptor 4	P32245	43	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN1CCOCC1	Cc1ccccc1CN1CCOCC1	1	2	0	14	1.817	2	2	12.47	239.94873	191.274
625	CHEMBL413556	7.28	53.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCc6ccco6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCc6ccco6	CHEMBL413556	1	Melanocortin receptor 4	P32245	44	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCc1ccco1	Cc1ccccc1CNCc1ccco1	2	1	1	15	2.4860001	4	2	25.17	255.92693	201.269
626	CHEMBL183890	7.26	55.0	CN(CCO)Cc1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CN(CCO)Cc1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL183890	1	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(C)CCO	Cc1ccccc1CN(C)CCO	1	2	1	13	1.557	4	1	23.469999	225.83478	179.263
627	CHEMBL364577	7.18	66.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNC6CCCC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNC6CCCC6	CHEMBL364577	1	Melanocortin receptor 4	P32245	43	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNC1CCCC1	Cc1ccccc1CNC1CCCC1	1	1	1	14	3.52	3	2	12.03	245.26553	189.302
628	CHEMBL211616	7.15	70.0	CCN(CC)CC1(CCCC1)N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CCN(CC)CC1(CCCC1)N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL211616	1	Melanocortin receptor 4	P32245	41	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]C1(CN(CC)CC)CCCC1	CC1(CN(CC)CC)CCCC1	0	1	0	12	2.951	4	1	3.24	218.75426	169.312
629	CHEMBL182231	7.11	77.0	CN(Cc1cccnc1)Cc2ccccc2N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CN(Cc1cccnc1)Cc2ccccc2N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL182231	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(C)Cc1cccnc1	Cc1ccccc1CN(C)Cc1cccnc1	2	2	0	17	2.806	4	2	16.129999	297.27252	226.323
630	CHEMBL2113023	7.11	78.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CN6CCCNCC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CN6CCCNCC6	CHEMBL2113023	1	Melanocortin receptor 4	P32245	44	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN1CCCNCC1	Cc1ccccc1CN1CCCNCC1	1	2	1	15	1.95	2	2	15.27	260.21759	204.317
631	CHEMBL185427	7.08	84.0	CN(Cc1ccccc1)Cc2ccccc2N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CN(Cc1ccccc1)Cc2ccccc2N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL185427	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(C)Cc1ccccc1	Cc1ccccc1CN(C)Cc1ccccc1	2	1	0	17	4.039	4	2	3.24	303.39725	225.33499
632	CHEMBL2113019	7.05	89.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CN[C@H]6CCCC[C@@H]6N	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNC6CCCCC6N	CHEMBL2113019	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN[C@H]1CCCC[C@@H]1N	Cc1ccccc1CN[C@H]1CCCC[C@@H]1N	1	2	2	16	2.7249999	3	2	38.049999	273.64648	218.34399
633	CHEMBL363684	7.05	90.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNC6CC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNC6CC6	CHEMBL363684	1	Melanocortin receptor 4	P32245	41	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNC1CC1	Cc1ccccc1CNC1CC1	1	1	1	12	2.6359999	3	2	12.03	208.21059	161.248
634	CHEMBL359777	6.99	102.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCC6CCNCC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCC6CCNCC6	CHEMBL359777	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCC1CCNCC1	Cc1ccccc1CNCC1CCNCC1	1	2	2	16	2.411	4	2	24.059999	276.19577	218.34399
635	CHEMBL366708	6.96	110.0	CC(C)COCCCNCc1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CC(C)COCCCNCc1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL366708	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCCCOCC(C)C	Cc1ccccc1CNCCCOCC(C)C	1	2	1	17	3.6559999	8	1	21.26	300.97626	235.371
636	CHEMBL180304	6.92	120.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCN6CCOCC6	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCN6CCOCC6	CHEMBL180304	1	Melanocortin receptor 4	P32245	46	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCCN1CCOCC1	Cc1ccccc1CNCCN1CCOCC1	1	3	1	17	1.426	5	2	24.5	289.40643	234.343
637	CHEMBL184325	6.92	120.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCCO	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCCO	CHEMBL184325	1	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCCCO	Cc1ccccc1CNCCCO	1	2	2	13	1.7309999	5	1	32.259998	223.28549	179.263
638	CHEMBL184068	6.9	127.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCN	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5ccccc5CNCCN	CHEMBL184068	1	Melanocortin receptor 4	P32245	41	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CNCCN	Cc1ccccc1CNCCN	1	2	2	12	1.067	4	1	38.049999	207.53096	164.252
639	CHEMBL182900	6.85	140.0	CCOC(=O)CN(C)Cc1ccccc1N2CCN(CC2)C(=O)[C@@H](Cc3ccc(cc3)Cl)NC(=O)[C@H]4Cc5ccccc5CN4	CCOC(=O)CN(C)Cc1ccccc1N2CCN(CC2)C(=O)C(Cc3ccc(cc3)Cl)NC(=O)C4Cc5ccccc5CN4	CHEMBL182900	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1ccccc1CN(C)CC(=O)OCC	Cc1ccccc1CN(C)CC(=O)OCC	1	2	0	16	2.3610001	5	1	29.540001	273.55112	221.29999
640	CHEMBL2113152	6.85	140.0	c1ccc2c(c1)C[C@@H](NC2)C(=O)N[C@H](Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5cccc6c5CC(CC6)NC7CCC7	c1ccc2c(c1)CC(NC2)C(=O)NC(Cc3ccc(cc3)Cl)C(=O)N4CCN(CC4)c5cccc6c5CC(CC6)NC7CCC7	CHEMBL2113152	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1cccc2c1CC(NC1CCC1)CC2	Cc1cccc2c1CC(NC1CCC1)CC2	1	1	1	16	3.635	2	3	12.03	274.32611	215.34
641	CHEMBL2113148	6.82	150.0	CNC1CCc2cccc(c2C1)N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CNC1CCc2cccc(c2C1)N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL2113148	1	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1cccc2c1CC(NC)CC2	Cc1cccc2c1CC(NC)CC2	1	1	1	13	2.54	1	2	12.03	226.73807	175.27499
642	CHEMBL2113150	6.77	170.0	CCN(CC)C1CCc2cccc(c2C1)N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CCN(CC)C1CCc2cccc(c2C1)N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL2113150	1	Melanocortin receptor 4	P32245	45	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1cccc2c1CC(N(CC)CC)CC2	Cc1cccc2c1CC(N(CC)CC)CC2	1	1	0	16	3.49	3	2	3.24	284.86978	217.356
643	CHEMBL2113141	6.72	190.0	CCN1CCc2cccc(c2C1)N3CCN(CC3)C(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@H]5Cc6ccccc6CN5	CCN1CCc2cccc(c2C1)N3CCN(CC3)C(=O)C(Cc4ccc(cc4)Cl)NC(=O)C5Cc6ccccc6CN5	CHEMBL2113141	1	Melanocortin receptor 4	P32245	42	O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN([*:1])CC1)[C@H]1Cc2ccccc2CN1	[1*]c1cccc2c1CN(CC)CC2	Cc1cccc2c1CN(CC)CC2	1	1	0	13	2.4979999	1	2	3.24	229.28735	175.27499
