	chembl-id	pot.(log,Ki)	pot.(nMol,Ki)	aromatic_smiles	non_stereo_aromatic_smieles	all-chembl-ids	no.-meas.	pref_name	accession	natoms	core	sub	sub_carbon_replacement	arorings	a_acc	a_don	a_heavy	logP(o/w)	RBC	rings	TPSA	vdw_vol	Weight
517	CHEMBL2181161	8.07	8.57	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCC5	CHEMBL2181161	1	Adenosine A3 receptor	P0DMS8	25	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC1CCCCC1	CNC1CCCCC1	0	1	1	8	1.878	1	1	12.03	142.09508	113.20399
518	CHEMBL2181154	8.06	8.62	CCCCCC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCCCCC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2181154	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(C)CCCCC	CNC(C)CCCCC	0	1	1	9	2.642	5	0	12.03	168.61693	129.24699
519	CHEMBL381123	7.96	11.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(=O)Nc5ccoc5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(=O)Nc5ccoc5	CHEMBL381123	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(=O)Nc1ccoc1	CNC(=O)Nc1ccoc1	1	1	2	10	-0.324	1	1	54.27	153.71228	140.142
520	CHEMBL2181153	7.84	14.6	CCCCCNc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCCCCNc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2181153	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCCCC	CNCCCCC	0	1	1	7	1.738	4	0	12.03	131.56198	101.193
521	CHEMBL2181162	7.81	15.4	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCCC5	CHEMBL2181162	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC1CCCCCC1	CNC1CCCCCC1	0	1	1	9	2.3199999	1	1	12.03	160.62254	127.231
522	CHEMBL2181163	7.81	15.5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCCCCCC5	CHEMBL2181163	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC1CCCCCCC1	CNC1CCCCCCC1	0	1	1	10	2.7620001	1	1	12.03	179.15002	141.258
523	CHEMBL382665	7.8	16.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(=O)Nc5ccco5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(=O)Nc5ccco5	CHEMBL382665	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(=O)Nc1ccco1	CNC(=O)Nc1ccco1	1	1	2	10	-0.111	1	1	54.27	153.71228	140.142
524	CHEMBL2181159	7.75	17.6	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CCC5	CHEMBL2181159	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC1CCC1	CNC1CCC1	0	1	1	6	0.99400002	1	1	12.03	105.04012	85.150002
525	CHEMBL2180924	7.74	18.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N(C)Cc5ccccc5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N(C)Cc5ccccc5	CHEMBL2180924	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N(C)Cc1ccccc1	CN(C)Cc1ccccc1	1	1	0	10	1.955	2	1	3.24	181.69931	135.20999
526	CHEMBL2181155	7.62	23.8	CCCCCCC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCCCCCC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2181155	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(C)CCCCCC	CNC(C)CCCCCC	0	1	1	10	3.0840001	6	0	12.03	187.14439	143.274
527	CHEMBL2180923	7.49	32.7	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N(C)C5CCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N(C)C5CCCCC5	CHEMBL2180923	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N(C)C1CCCCC1	CN(C)C1CCCCC1	0	1	0	9	2.1459999	1	1	3.24	163.17183	127.231
528	CHEMBL2181149	7.47	34.1	CC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CC(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2181149	1	Adenosine A3 receptor	P0DMS8	22	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(C)C	CNC(C)C	0	1	1	5	0.70200002	1	0	12.03	94.507027	73.139
529	CHEMBL2180927	7.45	35.5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCCC5	CHEMBL2180927	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N1CCCC1	CN1CCCC1	0	1	0	6	0.699	0	1	3.24	107.58941	85.150002
530	CHEMBL2180920	7.44	36.7	CCCCN(C)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCCCN(C)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2180920	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N(C)CCCC	CN(C)CCCC	0	1	0	7	1.564	3	0	3.24	134.11125	101.193
531	CHEMBL2180907	7.42	38.1	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCCCC5	CHEMBL2180907	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N1CCCCC1	CN1CCCCC1	0	1	0	7	1.141	0	1	3.24	126.11688	99.177002
532	CHEMBL2181164	7.33	47.3	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCC5CCCCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCC5CCCCC5	CHEMBL2181164	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCC1CCCCC1	CNCC1CCCCC1	0	1	1	9	2.0439999	2	1	12.03	160.62254	127.231
533	CHEMBL2180940	7.28	52.8	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCc5ccccc5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCc5ccccc5	CHEMBL2180940	1	Adenosine A3 receptor	P0DMS8	27	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCc1ccccc1	CNCCc1ccccc1	1	1	1	10	1.775	3	1	12.03	179.15002	135.20999
534	CHEMBL2180911	7.2	62.9	CCC(CO)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCC(CO)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2180911	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(CC)CO	CNC(CC)CO	0	2	2	7	0.28099999	3	0	32.259998	120.11503	103.165
535	CHEMBL2181158	7.16	69.3	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC5CC5	CHEMBL2181158	1	Adenosine A3 receptor	P0DMS8	22	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC1CC1	CNC1CC1	0	1	1	5	0.55199999	1	1	12.03	86.51265	71.123001
536	CHEMBL2180921	7.02	96.3	CCN(CC)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCN(CC)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2180921	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N(CC)CC	CN(CC)CC	0	1	0	6	0.84899998	2	0	3.24	115.58379	87.166
537	CHEMBL2181157	6.89	130.0	CC(C)(C)C(C)(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CC(C)(C)C(C)(C)Nc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2181157	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(C)(C)C(C)(C)C	CNC(C)(C)C(C)(C)C	0	1	1	9	2.48	1	0	12.03	168.61693	129.24699
538	CHEMBL2180914	6.87	136.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCCO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCCO	CHEMBL2180914	1	Adenosine A3 receptor	P0DMS8	25	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCCCCO	CNCCCCCO	0	2	2	8	0.53100002	5	0	32.259998	138.6425	117.192
539	CHEMBL2180915	6.81	156.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCCCO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCCCO	CHEMBL2180915	1	Adenosine A3 receptor	P0DMS8	26	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCCCCCO	CNCCCCCCO	0	2	2	9	0.97299999	6	0	32.259998	157.16997	131.21899
540	CHEMBL2181143	6.62	241.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCO	CHEMBL2181143	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCCO	CNCCCO	0	2	2	6	-0.35299999	3	0	32.259998	101.58755	89.138
541	CHEMBL2180917	6.61	246.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCOC	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCOC	CHEMBL2180917	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCOC	CNCCOC	0	2	1	6	-0.183	3	0	21.26	105.16842	89.138
542	CHEMBL2180913	6.6	252.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCCCO	CHEMBL2180913	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCCCO	CNCCCCO	0	2	2	7	0.089000002	4	0	32.259998	120.11503	103.165
543	CHEMBL2181142	6.51	309.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NCCO	CHEMBL2181142	1	Adenosine A3 receptor	P0DMS8	22	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCCO	CNCCO	0	2	2	5	-0.79500002	2	0	32.259998	83.060081	75.111
544	CHEMBL2180910	6.45	356.0	CC(CNc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4)O	CC(CNc1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4)O	CHEMBL2180910	1	Adenosine A3 receptor	P0DMS8	23	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NCC(C)O	CNCC(C)O	0	2	2	6	-0.333	2	0	32.259998	101.58755	89.138
545	CHEMBL2180909	6.29	514.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCOCC5	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCOCC5	CHEMBL2180909	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N1CCOCC1	CN1CCOCC1	0	2	0	7	-0.26699999	0	1	12.47	118.2508	101.14899
546	CHEMBL2180912	6.27	536.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(CO)CO	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)NC(CO)CO	CHEMBL2180912	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]NC(CO)CO	CNC(CO)CO	0	3	3	7	-1.368	3	0	52.490002	108.66808	105.137
547	CHEMBL2180908	5.88	1330.0	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCN(CC5)C	Cn1cc2c(n1)nc(n3c2nc(n3)c4ccco4)N5CCN(CC5)C	CHEMBL2180908	1	Adenosine A3 receptor	P0DMS8	25	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N1CCN(C)CC1	CN1CCN(C)CC1	0	2	0	8	-0.308	0	1	6.48	141.06892	114.192
548	CHEMBL2180926	5.87	1360.0	CCN(CCO)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CCN(CCO)c1nc2c(cn(n2)C)c3n1nc(n3)c4ccco4	CHEMBL2180926	1	Adenosine A3 receptor	P0DMS8	24	Cn1cc2c(nc([*:1])n3nc(-c4ccco4)nc23)n1	[1*]N(CC)CCO	CN(CC)CCO	0	2	1	7	-0.186	3	0	23.469999	122.66431	103.165
